2121731,22385537
2121731,1498700611
2121731,2814337862
2121731,387334888
2121731,2561228172
2121731,2822300431
2121731,60367635
2121731,2852642741
2121731,406334712
2121731,1952528058
2121731,878296699
2121731,499428540
2858117507,474887754
708009990,530821510
708009990,1022080327
708009990,866679116
708009990,2845605346
708009990,2614113042
708009990,2809761619
708009990,335754069
708009990,2809155350
708009990,2804335644
708009990,764158813
708009990,2571843746
708009990,243711077
708009990,2794376742
708009990,2918334313
708009990,2662173163
708009990,2853987245
708009990,2450451248
708009990,2882604147
708009990,987111476
708009990,2834646197
708009990,2284054074
708009990,2540589692
708009990,40199550
1608160694,1028041303
2938796716,2516075665
2938796716,562393058
2938796716,1006435687
1156325388,2883864873
1156325388,42082673
2816253965,54317216
2816253965,44135496
2816253965,112614146
2816253965,2813228318
2816253965,2826330950
342073359,2781460190
342073359,465639489
342073359,437297067
342073359,2569102596
342073359,25927878
342073359,2814885768
342073359,2791121294
342073359,583756751
342073359,237430424
342073359,2746624915
342073359,2819247256
342073359,2852319321
342073359,2764458266
342073359,1478180431
342073359,35277914
342073359,2780075550
342073359,113137765
342073359,147851744
342073359,21371939
342073359,32258091
342073359,70466918
342073359,835506086
342073359,2872428455
342073359,2423425960
342073359,191470441
342073359,370805163
342073359,345497264
342073359,493726972
342073359,2829738872
342073359,93663419
342073359,1543337340
342073359,41687358
342073359,2780087551
164749328,2401965265
164749328,28954941
164749328,2520520582
1563017233,2172414212
1563017233,2223926278
1563017233,2873661066
1563017233,2471634829
1563017233,2759780366
1563017233,2820119696
1563017233,2783761682
1563017233,328701971
1563017233,220139799
1563017233,93949976
1563017233,2790536220
1563017233,28200350
1563017233,631080608
1563017233,2787240097
1563017233,382775588
1563017233,2846034726
1563017233,2775714218
1563017233,370805163
1563017233,2753872050
1563017233,2791671474
1563017233,2824635320
1563017233,620380090
1563017233,2793794875
1563017233,1683985212
1563017233,2476351008
1563017233,2756964930
1563017233,259448011
1563017233,1659095629
1563017233,2757122510
1563017233,1030162896
1563017233,213238611
1563017233,2796471254
1563017233,2777843108
1563017233,41760496
1563017233,2825323358
1563017233,2757659493
1563017233,2808137828
1563017233,2783426917
1563017233,178410684
1563017233,2420903660
1563017233,156439279
1563017233,2789890544
1563017233,2165770482
1563017233,449010707
1563017233,2803735032
1563017233,2814008060
1563017233,308407039
329531410,568278064
329531410,2792749508
329531410,2355244596
98536110,1858786956
98536110,2821248070
98536110,73887400
98536110,460777404
98536110,2825755019
98536110,183993932
98536110,538543725
98536110,1093050703
98536110,2280846457
98536110,178410684
98536110,2844542009
98536110,330160505
98536110,58282687
98536110,493726972
98536110,2780075550
98536110,2869596159
384647191,2853427248
384647191,44260657
384647191,2856564018
384647191,2458919396
384647191,387057670
384647191,334921581
2806258613,26658684
2806258613,2841652475
2806258613,1318542156
2806258613,2817820231
2798870554,118249897
2798870554,285474322
74832429,1423614704
74832429,297091089
74832429,482388629
74832429,15118142
85155870,2919308995
85155870,2800705332
85155870,2431274869
85155870,584180446
85155870,2478660487
151871519,2729910658
151871519,334243978
151871519,1871681678
151871519,2792775438
151871519,328701971
151871519,482388629
151871519,2561555594
151871519,2752756375
151871519,2777258905
151871519,2764458266
151871519,2793503419
